Queue #	URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)
1	http://10.40.1.135/index12.html	2025-12-06 00:06:11.735339	2025-12-06 00:06:11.963449	228.08	200	4989.81	3316.83
2	http://10.40.1.135/index47.html	2025-12-06 00:06:12.738290	2025-12-06 00:06:12.899720	161.41	200	3239.0	5138.17
3	http://10.40.1.135/index31.html	2025-12-06 00:06:13.739978	2025-12-06 00:06:13.781631	41.63	200	6818.25	9082.6
4	http://10.40.1.135/index23.html	2025-12-06 00:06:14.741106	2025-12-06 00:06:14.788170	47.04	200	3904.67	9523.09
5	http://10.40.1.135/index4.html	2025-12-06 00:06:15.742048	2025-12-06 00:06:15.786512	44.43	200	5061.61	10362.08
6	http://10.40.1.135/index4.html	2025-12-06 00:06:16.743097	2025-12-06 00:06:16.762956	19.84	200	5061.61	9609.84
7	http://10.40.1.135/index2.html	2025-12-06 00:06:17.743962	2025-12-06 00:06:17.787554	43.02	200	4336.15	9248.58
8	http://10.40.1.135/index40.html	2025-12-06 00:06:18.745482	2025-12-06 00:06:18.792919	47.41	200	8414.1	10955.68
9	http://10.40.1.135/index23.html	2025-12-06 00:06:19.745967	2025-12-06 00:06:19.762989	17.0	200	3904.67	11358.37
10	http://10.40.1.135/index30.html	2025-12-06 00:06:20.746856	2025-12-06 00:06:20.794678	47.79	200	3712.38	8392.86
11	http://10.40.1.135/index1.html	2025-12-06 00:06:21.747761	2025-12-06 00:06:21.796015	48.24	200	3280.87	7824.79
12	http://10.40.1.135/index48.html	2025-12-06 00:06:22.748811	2025-12-06 00:06:22.794452	45.61	200	4756.1	10143.69
13	http://10.40.1.135/index38.html	2025-12-06 00:06:23.749775	2025-12-06 00:06:23.788874	39.08	200	2753.35	9666.75
14	http://10.40.1.135/index6.html	2025-12-06 00:06:24.750907	2025-12-06 00:06:24.794491	43.56	200	2261.11	7987.73
15	http://10.40.1.135/index5.html	2025-12-06 00:06:25.751860	2025-12-06 00:06:25.795442	43.56	200	5061.6	10176.6
16	http://10.40.1.135/index5.html	2025-12-06 00:06:26.752985	2025-12-06 00:06:26.773392	20.38	200	5061.6	10235.13
17	http://10.40.1.135/index9.html	2025-12-06 00:06:27.753961	2025-12-06 00:06:27.795963	41.9	200	2820.52	8333.24
18	http://10.40.1.135/index19.html	2025-12-06 00:06:28.754671	2025-12-06 00:06:28.797965	43.17	200	5392.91	10746.09
19	http://10.40.1.135/index15.html	2025-12-06 00:06:29.755703	2025-12-06 00:06:29.801631	45.91	200	7720.04	11117.38
20	http://10.40.1.135/index9.html	2025-12-06 00:06:30.757487	2025-12-06 00:06:30.777762	20.25	200	2820.52	10309.24
21	http://10.40.1.135/index24.html	2025-12-06 00:06:31.759040	2025-12-06 00:06:31.799037	39.98	200	4648.98	9488.39
22	http://10.40.1.135/index4.html	2025-12-06 00:06:32.760137	2025-12-06 00:06:32.783672	23.51	200	5061.61	8553.42
23	http://10.40.1.135/index9.html	2025-12-06 00:06:33.762646	2025-12-06 00:06:33.776979	14.31	200	2820.52	6688.18
24	http://10.40.1.135/index12.html	2025-12-06 00:06:34.763745	2025-12-06 00:06:34.779502	15.44	200	4989.81	9869.15
25	http://10.40.1.135/index16.html	2025-12-06 00:06:35.765152	2025-12-06 00:06:35.812872	47.69	200	4421.69	9485.99
26	http://10.40.1.135/index35.html	2025-12-06 00:06:36.765710	2025-12-06 00:06:36.810199	44.47	200	2261.12	9189.0
27	http://10.40.1.135/index6.html	2025-12-06 00:06:37.766796	2025-12-06 00:06:37.781910	15.09	200	2261.11	8643.14
28	http://10.40.1.135/index19.html	2025-12-06 00:06:38.767706	2025-12-06 00:06:38.786004	18.28	200	5392.91	9522.26
29	http://10.40.1.135/index23.html	2025-12-06 00:06:39.769442	2025-12-06 00:06:39.789806	20.34	200	3904.67	10092.94
30	http://10.40.1.135/index2.html	2025-12-06 00:06:40.771712	2025-12-06 00:06:40.790360	18.62	200	4336.15	9435.45
31	http://10.40.1.135/index24.html	2025-12-06 00:06:41.772810	2025-12-06 00:06:41.794902	22.07	200	4648.98	9176.66
32	http://10.40.1.135/index5.html	2025-12-06 00:06:42.773907	2025-12-06 00:06:42.792807	18.75	200	5061.6	10902.76
