URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	UE Position (x,y)
http://10.40.1.135/index1.html	2025-12-10 18:19:25.873834	2025-12-10 18:19:26.048428	174.59	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441a4d0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(510.6,100.0)
http://10.40.1.135/index16.html	2025-12-10 18:19:26.875715	2025-12-10 18:19:26.958563	82.85	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index16.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441a9b0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(540.6,100.0)
http://10.40.1.135/index26.html	2025-12-10 18:19:27.876715	2025-12-10 18:19:28.002337	125.62	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index26.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4393040>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(570.7,100.0)
http://10.40.1.135/index17.html	2025-12-10 18:19:28.878391	2025-12-10 18:19:28.887802	9.41	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index17.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441a260>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(600.7,100.0)
http://10.40.1.135/index2.html	2025-12-10 18:19:29.878994	2025-12-10 18:19:30.022222	143.23	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index2.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4419f90>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(630.7,100.0)
http://10.40.1.135/index5.html	2025-12-10 18:19:30.880080	2025-12-10 18:19:30.891904	11.82	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index5.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418550>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(660.8,100.0)
http://10.40.1.135/index41.html	2025-12-10 18:19:31.881413	2025-12-10 18:19:32.042345	160.93	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index41.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418a60>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(690.8,100.0)
http://10.40.1.135/index2.html	2025-12-10 18:19:32.881824	2025-12-10 18:19:32.901980	20.16	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index2.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(720.8,100.0)
http://10.40.1.135/index5.html	2025-12-10 18:19:33.883077	2025-12-10 18:19:34.026691	143.61	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index5.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4419300>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(750.8,100.0)
http://10.40.1.135/index1.html	2025-12-10 18:19:34.884202	2025-12-10 18:19:35.018974	134.77	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4419a80>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(780.9,100.0)
http://10.40.1.135/index2.html	2025-12-10 18:19:35.884820	2025-12-10 18:19:36.037787	152.97	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index2.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441ace0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(810.9,100.0)
http://10.40.1.135/index2.html	2025-12-10 18:19:36.886268	2025-12-10 18:19:36.897858	11.59	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index2.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441b1c0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(840.9,100.0)
http://10.40.1.135/index8.html	2025-12-10 18:19:37.886903	2025-12-10 18:19:38.020068	133.16	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index8.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4392f50>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(871.0,100.0)
http://10.40.1.135/index1.html	2025-12-10 18:19:38.887885	2025-12-10 18:19:38.898722	10.84	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441ada0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(901.0,100.0)
http://10.40.1.135/index19.html	2025-12-10 18:19:39.888999	2025-12-10 18:19:40.052178	163.18	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index19.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4419a80>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(931.0,100.0)
http://10.40.1.135/index2.html	2025-12-10 18:19:40.890176	2025-12-10 18:19:41.032677	142.5	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index2.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4419930>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(961.1,100.0)
http://10.40.1.135/index1.html	2025-12-10 18:19:41.891614	2025-12-10 18:19:42.041000	149.39	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418e20>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(991.1,100.0)
http://10.40.1.135/index1.html	2025-12-10 18:19:42.892864	2025-12-10 18:19:42.943753	50.89	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418d00>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(-100.0,100.0)
HO::cell_B->cell_A	2025-12-10 18:19:43.894391	UE_Pos:(-70.0,100.0)				
http://10.40.1.135/index1.html	2025-12-10 18:19:43.995087	2025-12-10 18:19:44.046724	51.64	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f4418580>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(-70.0,100.0)
http://10.40.1.135/index10.html	2025-12-10 18:19:44.895073	2025-12-10 18:19:45.040275	145.2	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index10.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441a0e0>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(-39.9,100.0)
http://10.40.1.135/index1.html	2025-12-10 18:19:45.896589	2025-12-10 18:19:45.974341	77.75	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index1.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441b550>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(-9.9,100.0)
http://10.40.1.135/index5.html	2025-12-10 18:19:46.896893	2025-12-10 18:19:46.970009	73.12	Failed: HTTPConnectionPool(host='10.40.1.135', port=80): Max retries exceeded with url: /index5.html (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7c54f441ba30>: Failed to establish a new connection: [Errno 111] Connection refused'))	0	0	(20.1,100.0)
