URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	UE Position (x,y)
http://10.40.1.135/index3.html	2025-12-10 18:33:01.006094	2025-12-10 18:33:01.053102	54.36	200	8540.05	3526.67	(240.8,208.4)
http://10.40.1.135/index1.html	2025-12-10 18:33:02.007197	2025-12-10 18:33:02.048870	48.27	200	3280.87	3675.36	(234.8,222.2)
http://10.40.1.135/index25.html	2025-12-10 18:33:03.008718	2025-12-10 18:33:03.055752	52.89	200	3605.24	3823.61	(233.1,237.1)
http://10.40.1.135/index7.html	2025-12-10 18:33:04.009951	2025-12-10 18:33:04.049850	45.13	200	8054.41	3950.39	(236.8,251.7)
http://10.40.1.135/index1.html	2025-12-10 18:33:05.011165	2025-12-10 18:33:05.061586	56.17	200	3280.87	3846.17	(250.8,246.4)
http://10.40.1.135/index14.html	2025-12-10 18:33:06.013045	2025-12-10 18:33:06.059626	53.04	200	1955.59	3703.49	(261.6,235.9)
http://10.40.1.135/index4.html	2025-12-10 18:33:07.013972	2025-12-10 18:33:07.058107	49.85	200	5061.61	3853.03	(255.6,249.7)
http://10.40.1.135/index39.html	2025-12-10 18:33:08.015652	2025-12-10 18:33:08.054573	45.02	200	7720.03	3777.57	(247.2,237.2)
http://10.40.1.135/index39.html	2025-12-10 18:33:09.016961	2025-12-10 18:33:09.061165	49.65	200	7720.03	3905.48	(235.3,246.4)
http://10.40.1.135/index41.html	2025-12-10 18:33:10.017970	2025-12-10 18:33:10.055487	43.56	200	3220.16	3787.25	(248.2,238.7)
http://10.40.1.135/index8.html	2025-12-10 18:33:11.019087	2025-12-10 18:33:11.058118	44.63	200	6086.97	3873.99	(233.7,242.6)
http://10.40.1.135/index1.html	2025-12-10 18:33:13.021232	2025-12-10 18:33:13.064092	46.94	200	3280.87	4159.4	(232.6,272.5)
http://10.40.1.135/index2.html	2025-12-10 18:33:12.019961	2025-12-10 18:33:12.062475	47.4	200	4336.15	2982.38	(232.3,257.5)
http://10.40.1.135/index10.html	2025-12-10 18:33:14.022463	2025-12-10 18:33:14.064534	46.31	200	3154.92	4147.97	(218.7,266.9)
http://10.40.1.135/index22.html	2025-12-10 18:33:15.023670	2025-12-10 18:33:15.066519	46.35	200	5607.98	4296.35	(217.5,281.8)
http://10.40.1.135/index41.html	2025-12-10 18:33:16.024979	2025-12-10 18:33:16.070579	49.37	200	3220.16	4240.96	(204.5,274.2)
http://10.40.1.135/index2.html	2025-12-10 18:33:17.026473	2025-12-10 18:33:17.093525	71.35	200	4336.15	4136.3	(216.6,265.2)
http://10.40.1.135/index4.html	2025-12-10 18:33:18.027100	2025-12-10 18:33:18.071882	48.56	200	5061.61	4239.72	(204.5,274.1)
http://10.40.1.135/index3.html	2025-12-10 18:33:19.028129	2025-12-10 18:33:19.066655	41.58	200	8540.05	4384.01	(207.3,288.8)
http://10.40.1.135/index5.html	2025-12-10 18:33:20.029268	2025-12-10 18:33:20.072486	46.46	200	5061.6	4346.64	(222.4,288.6)
http://10.40.1.135/index3.html	2025-12-10 18:33:21.029940	2025-12-10 18:33:21.070697	43.84	200	8540.05	4372.75	(207.4,287.7)
http://10.40.1.135/index1.html	2025-12-10 18:33:22.031378	2025-12-10 18:33:22.092208	63.69	200	3280.87	4422.55	(220.0,295.8)
http://10.40.1.135/index3.html	2025-12-10 18:33:23.032138	2025-12-10 18:33:23.080209	51.08	200	8540.05	4395.04	(234.4,300.2)
http://10.40.1.135/index22.html	2025-12-10 18:33:24.034274	2025-12-10 18:33:24.079608	48.37	200	5607.98	4389.14	(246.0,309.8)
http://10.40.1.135/index44.html	2025-12-10 18:33:25.034956	2025-12-10 18:33:25.076072	44.2	200	2033.85	4378.43	(235.5,299.0)
http://10.40.1.135/index1.html	2025-12-10 18:33:26.038764	2025-12-10 18:33:26.082564	47.61	200	3280.87	4235.01	(239.4,284.5)
http://10.40.1.135/index4.html	2025-12-10 18:33:27.039255	2025-12-10 18:33:27.102892	66.25	200	5061.61	4359.1	(226.2,291.5)
http://10.40.1.135/index1.html	2025-12-10 18:33:28.039878	2025-12-10 18:33:28.081448	44.85	200	3280.87	4338.56	(240.0,297.3)
http://10.40.1.135/index10.html	2025-12-10 18:33:29.041028	2025-12-10 18:33:29.084178	45.7	200	3154.92	4485.71	(229.0,307.5)
http://10.40.1.135/index16.html	2025-12-10 18:33:30.043813	2025-12-10 18:33:30.114412	73.65	200	4421.69	4385.69	(244.0,307.1)
http://10.40.1.135/index5.html	2025-12-10 18:33:31.044851	2025-12-10 18:33:31.084485	42.32	200	5061.6	4458.36	(229.2,304.4)
http://10.40.1.135/index1.html	2025-12-10 18:33:32.046001	2025-12-10 18:33:32.091263	48.51	200	3280.87	4346.51	(244.0,301.7)
http://10.40.1.135/index5.html	2025-12-10 18:33:33.047078	2025-12-10 18:33:33.090285	47.21	200	5061.6	4196.44	(253.6,290.2)
http://10.40.1.135/index2.html	2025-12-10 18:33:34.048173	2025-12-10 18:33:34.091455	47.78	200	4336.15	4096.68	(268.6,291.3)
http://10.40.1.135/index3.html	2025-12-10 18:33:35.049063	2025-12-10 18:33:35.093367	49.22	200	8540.05	4012.96	(265.9,276.5)
http://10.40.1.135/index1.html	2025-12-10 18:33:36.050413	2025-12-10 18:33:36.091476	46.33	200	3280.87	3943.93	(259.6,262.8)
