URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	BTS	Dist(m)	Penalty(ms)	Position
http://10.40.1.135/index6.html	2025-12-12 10:13:10.543882	2025-12-12 10:13:10.793264	249.22	200	2261.11	2888.39	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index43.html	2025-12-12 10:13:12.579766	2025-12-12 10:13:12.625395	45.61	200	2033.87	4744.98	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-12 10:13:14.056117	2025-12-12 10:13:14.104194	48.05	200	8906.33	6109.7	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 10:13:16.564567	2025-12-12 10:13:16.608684	44.09	200	1955.59	6259.24	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:17.922642	2025-12-12 10:13:17.967046	44.38	200	4336.15	9039.06	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:19.448755	2025-12-12 10:13:19.466926	18.01	200	4336.15	8954.58	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:13:20.953878	2025-12-12 10:13:20.997651	43.75	200	3280.87	8223.47	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index33.html	2025-12-12 10:13:22.398628	2025-12-12 10:13:22.440005	41.36	200	6537.32	8690.05	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 10:13:24.195586	2025-12-12 10:13:24.215356	19.74	200	1955.59	8903.18	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-12 10:13:25.436633	2025-12-12 10:13:25.479929	43.27	200	2759.79	4856.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:13:27.049638	2025-12-12 10:13:27.069359	19.69	200	3280.87	6188.06	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index46.html	2025-12-12 10:13:28.603173	2025-12-12 10:13:28.647148	43.95	200	8054.42	9418.91	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index30.html	2025-12-12 10:13:30.503799	2025-12-12 10:13:30.548581	44.75	200	3712.38	9199.84	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-12 10:13:31.954831	2025-12-12 10:13:31.996859	42.01	200	8540.05	10284.29	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:33.828573	2025-12-12 10:13:33.844441	15.85	200	4336.15	9843.25	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:35.286626	2025-12-12 10:13:35.301093	14.45	200	4336.15	10264.96	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:13:36.724891	2025-12-12 10:13:36.768371	43.46	200	5061.61	9444.58	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index10.html	2025-12-12 10:13:38.305914	2025-12-12 10:13:38.348240	42.31	200	3154.92	6766.69	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-12 10:13:39.815644	2025-12-12 10:13:39.859644	43.92	200	8054.41	10120.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:13:41.657205	2025-12-12 10:13:41.673957	16.73	200	5061.61	10541.14	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 10:13:43.155630	2025-12-12 10:13:43.174665	19.01	200	1955.59	8102.93	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:44.418136	2025-12-12 10:13:44.438453	20.29	200	4336.15	10382.54	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:13:45.858111	2025-12-12 10:13:45.879973	21.84	200	5061.61	10348.04	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index6.html	2025-12-12 10:13:47.371168	2025-12-12 10:13:47.395455	24.26	200	2261.11	9170.66	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index8.html	2025-12-12 10:13:48.643685	2025-12-12 10:13:48.686894	43.19	200	6086.97	9586.2	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index25.html	2025-12-12 10:13:50.322837	2025-12-12 10:13:50.367776	44.92	200	3605.24	9437.95	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-12 10:13:51.752399	2025-12-12 10:13:51.779885	27.47	200	8540.05	10597.52	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index10.html	2025-12-12 10:13:53.586679	2025-12-12 10:13:53.604713	18.02	200	3154.92	10121.2	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index13.html	2025-12-12 10:13:54.919451	2025-12-12 10:13:54.962874	43.26	200	4702.43	9180.29	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:13:56.476567	2025-12-12 10:13:56.494541	17.96	200	3280.87	9976.71	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 10:13:57.825595	2025-12-12 10:13:57.845843	20.23	200	1955.59	7320.01	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:13:59.114843	2025-12-12 10:13:59.127333	12.45	200	4336.15	10117.83	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:00.557740	2025-12-12 10:14:00.579969	22.21	200	3280.87	9803.65	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index43.html	2025-12-12 10:14:01.916672	2025-12-12 10:14:01.936254	19.56	200	2033.87	9222.61	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index45.html	2025-12-12 10:14:03.158751	2025-12-12 10:14:03.200662	41.89	200	4648.97	8895.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index27.html	2025-12-12 10:14:04.725965	2025-12-12 10:14:04.767854	41.87	200	619.37	3916.5	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:14:05.927639	2025-12-12 10:14:05.944501	16.84	200	5061.61	9985.58	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:07.452606	2025-12-12 10:14:07.474730	22.1	200	3280.87	10058.4	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index18.html	2025-12-12 10:14:08.801678	2025-12-12 10:14:08.849380	47.68	200	6370.79	10066.62	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index8.html	2025-12-12 10:14:10.485616	2025-12-12 10:14:10.504919	19.28	200	6086.97	9542.74	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:14:12.143609	2025-12-12 10:14:12.166143	22.42	200	4336.15	8534.1	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index9.html	2025-12-12 10:14:13.675614	2025-12-12 10:14:13.721055	45.42	200	2820.52	7108.93	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:15.121195	2025-12-12 10:14:15.139165	17.91	200	3280.87	8613.89	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index38.html	2025-12-12 10:14:16.521809	2025-12-12 10:14:16.571672	49.82	200	2753.35	8440.12	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:14:17.899784	2025-12-12 10:14:17.914417	14.61	200	5061.61	9896.76	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index17.html	2025-12-12 10:14:19.427708	2025-12-12 10:14:19.471296	43.56	200	4156.75	9223.18	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:14:20.923790	2025-12-12 10:14:20.942198	18.38	200	5061.61	10511.57	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index10.html	2025-12-12 10:14:22.425649	2025-12-12 10:14:22.444534	18.85	200	3154.92	9905.89	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index11.html	2025-12-12 10:14:23.764815	2025-12-12 10:14:23.809341	44.5	200	7659.31	10200.25	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:14:25.561912	2025-12-12 10:14:25.578914	16.98	200	4336.15	10720.71	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index46.html	2025-12-12 10:14:26.984630	2025-12-12 10:14:27.005495	20.84	200	8054.42	10256.01	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index25.html	2025-12-12 10:14:28.793099	2025-12-12 10:14:28.813074	19.93	200	3605.24	9163.66	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index42.html	2025-12-12 10:14:30.207841	2025-12-12 10:14:30.252812	44.95	200	1404.11	6473.61	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index36.html	2025-12-12 10:14:31.471669	2025-12-12 10:14:31.514941	43.25	200	2759.78	8205.08	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index13.html	2025-12-12 10:14:32.854240	2025-12-12 10:14:32.871699	17.43	200	4702.43	9778.82	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index39.html	2025-12-12 10:14:34.353651	2025-12-12 10:14:34.400885	47.21	200	7720.03	10514.1	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:36.136643	2025-12-12 10:14:36.157861	21.19	200	3280.87	8580.04	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-12 10:14:37.542647	2025-12-12 10:14:37.559205	16.54	200	8540.05	10328.9	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:39.387804	2025-12-12 10:14:39.404678	16.85	200	3280.87	9277.05	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-12 10:14:40.760244	2025-12-12 10:14:40.807317	47.05	200	5061.6	9134.56	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index6.html	2025-12-12 10:14:42.363602	2025-12-12 10:14:42.381123	17.5	200	2261.11	7880.94	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:14:43.669724	2025-12-12 10:14:43.690873	21.13	200	5061.61	10633.1	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index29.html	2025-12-12 10:14:45.168602	2025-12-12 10:14:45.216154	47.53	200	5913.51	9933.74	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-12 10:14:46.812733	2025-12-12 10:14:46.828215	15.46	200	5061.6	10150.61	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:14:48.328748	2025-12-12 10:14:48.345810	17.04	200	5061.61	10299.81	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index11.html	2025-12-12 10:14:49.838619	2025-12-12 10:14:49.858604	19.96	200	7659.31	10948.56	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:14:51.560600	2025-12-12 10:14:51.578063	17.44	200	4336.15	10762.77	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index27.html	2025-12-12 10:14:52.982630	2025-12-12 10:14:53.001940	19.29	200	619.37	5456.43	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:14:54.118103	2025-12-12 10:14:54.139052	20.92	200	3280.87	9641.6	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index48.html	2025-12-12 10:14:55.481784	2025-12-12 10:14:55.521259	39.45	200	4756.1	9126.74	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index24.html	2025-12-12 10:14:57.043891	2025-12-12 10:14:57.086388	42.48	200	4648.98	9901.7	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-12 10:14:58.557997	2025-12-12 10:14:58.575427	17.41	200	8540.05	10939.91	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:15:00.358000	2025-12-12 10:15:00.373749	15.73	200	3280.87	10147.44	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index28.html	2025-12-12 10:15:01.698739	2025-12-12 10:15:01.742061	43.3	200	924.91	4854.27	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-12 10:15:02.933953	2025-12-12 10:15:02.953769	19.79	200	2759.79	9273.52	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-12 10:15:04.252691	2025-12-12 10:15:04.271332	18.61	200	8906.33	10765.43	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index24.html	2025-12-12 10:15:06.099607	2025-12-12 10:15:06.117039	17.41	200	4648.98	10709.87	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:15:07.553279	2025-12-12 10:15:07.576158	22.85	200	3280.87	9611.73	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-12 10:15:08.919830	2025-12-12 10:15:08.942479	22.63	200	5061.6	10520.86	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:15:10.425628	2025-12-12 10:15:10.448636	22.98	200	4336.15	10239.77	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index33.html	2025-12-12 10:15:11.874821	2025-12-12 10:15:11.890587	15.74	200	6537.32	10452.23	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index15.html	2025-12-12 10:15:13.517627	2025-12-12 10:15:13.566863	49.21	200	7720.04	8779.78	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-12 10:15:15.449335	2025-12-12 10:15:15.476968	27.61	200	5061.6	8454.19	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 10:15:17.076565	2025-12-12 10:15:17.096627	20.04	200	3280.87	5200.14	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-12 10:15:18.728710	2025-12-12 10:15:18.746876	18.15	200	5061.61	10338.7	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-12 10:15:20.238592	2025-12-12 10:15:20.262370	23.76	200	5061.6	9662.44	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-12 10:15:21.788114	2025-12-12 10:15:21.807852	19.72	200	8906.33	10161.32	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index15.html	2025-12-12 10:15:23.685656	2025-12-12 10:15:23.701829	16.16	200	7720.04	10881.67	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index35.html	2025-12-12 10:15:25.413491	2025-12-12 10:15:25.460023	46.51	200	2261.12	7765.39	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index9.html	2025-12-12 10:15:26.753906	2025-12-12 10:15:26.773885	19.96	200	2820.52	6681.3	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 10:15:28.197563	2025-12-12 10:15:28.211398	13.82	200	4336.15	10379.33	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-12 10:15:29.630787	2025-12-12 10:15:29.649394	18.47	200	2759.79	9388.4	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index23.html	2025-12-12 10:15:30.945853	2025-12-12 10:15:30.988619	42.74	200	3904.67	7001.97	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index12.html	2025-12-12 10:15:32.547692	2025-12-12 10:15:32.599589	51.87	200	4989.81	6772.82	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index24.html	2025-12-12 10:15:34.339418	2025-12-12 10:15:34.357614	18.05	200	4648.98	7444.24	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index9.html	2025-12-12 10:15:35.985647	2025-12-12 10:15:36.013871	28.09	200	2820.52	6621.91	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index10.html	2025-12-12 10:15:37.441635	2025-12-12 10:15:37.459150	17.5	200	3154.92	8164.29	A	0.0	0.0	(0.0, 0.0)
