URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	BTS	Dist(m)	Penalty(ms)	Position
http://10.40.1.135/index6.html	2025-12-12 08:06:51.273920	2025-12-12 08:06:51.534712	260.76	200	2261.11	2887.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index43.html	2025-12-12 08:06:53.319647	2025-12-12 08:06:53.363824	44.16	200	2033.87	4631.54	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-12 08:06:54.804752	2025-12-12 08:06:54.848423	43.62	200	8906.33	8109.81	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 08:06:56.947624	2025-12-12 08:06:56.992614	44.96	200	1955.59	6479.84	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 08:06:58.297739	2025-12-12 08:06:58.341138	43.31	200	4336.15	9392.04	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 08:06:59.804752	2025-12-12 08:06:59.844024	39.22	200	4336.15	6466.87	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 08:07:01.515687	2025-12-12 08:07:01.557038	41.33	200	3280.87	7445.99	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index33.html	2025-12-12 08:07:02.998667	2025-12-12 08:07:03.043041	44.35	200	6537.32	10080.94	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 08:07:04.695850	2025-12-12 08:07:04.714086	18.22	200	1955.59	8686.72	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-12 08:07:05.940603	2025-12-12 08:07:05.983442	42.8	200	2759.79	7693.21	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 08:07:07.343823	2025-12-12 08:07:07.366874	23.02	200	3280.87	9670.32	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index46.html	2025-12-12 08:07:08.707641	2025-12-12 08:07:08.751838	44.18	200	8054.42	10156.09	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index30.html	2025-12-12 08:07:10.546687	2025-12-12 08:07:10.590497	43.79	200	3712.38	6366.16	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-12 08:07:12.175699	2025-12-12 08:07:12.218800	43.08	200	8540.05	9601.15	A	0.0	0.0	(0.0, 0.0)
