URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	BTS	Dist(m)	Penalty(ms)	Position
http://10.40.1.135/index3.html	2025-12-11 19:07:24.954968	2025-12-11 19:07:25.035558	80.56	200	8540.05	5242.13	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index36.html	2025-12-11 19:07:27.667658	2025-12-11 19:07:27.713234	45.55	200	2759.78	7002.15	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index12.html	2025-12-11 19:07:29.108601	2025-12-11 19:07:29.153793	45.17	200	4989.81	9291.26	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-11 19:07:30.692847	2025-12-11 19:07:30.745422	52.55	200	8054.41	9800.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:32.568606	2025-12-11 19:07:32.612938	44.31	200	3280.87	8891.09	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:33.983901	2025-12-11 19:07:34.029194	45.27	200	3280.87	8230.86	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:35.429846	2025-12-11 19:07:35.448515	18.65	200	3280.87	9646.24	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index22.html	2025-12-11 19:07:36.791756	2025-12-11 19:07:36.835724	43.95	200	5607.98	9676.05	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-11 19:07:38.416629	2025-12-11 19:07:38.457414	40.77	200	8054.41	10770.08	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index11.html	2025-12-11 19:07:40.207807	2025-12-11 19:07:40.253915	46.09	200	7659.31	10681.1	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:41.973580	2025-12-11 19:07:42.027553	53.95	200	3280.87	9245.65	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index41.html	2025-12-11 19:07:43.383979	2025-12-11 19:07:43.423938	39.92	200	3220.16	8566.19	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index19.html	2025-12-11 19:07:44.801584	2025-12-11 19:07:44.844897	43.3	200	5392.91	9927.69	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 19:07:46.389636	2025-12-11 19:07:46.431516	41.86	200	4336.15	9711.58	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:47.879606	2025-12-11 19:07:47.926764	47.13	200	3280.87	8542.1	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:49.313653	2025-12-11 19:07:49.356122	42.44	200	3280.87	9394.88	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 19:07:50.707708	2025-12-11 19:07:50.751969	44.23	200	4336.15	9335.03	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-11 19:07:52.217746	2025-12-11 19:07:52.259904	42.13	200	5061.6	10049.41	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-11 19:07:53.765769	2025-12-11 19:07:53.811180	45.39	200	5061.61	9842.44	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 19:07:55.326677	2025-12-11 19:07:55.367473	40.78	200	4336.15	9517.2	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-11 19:07:56.825023	2025-12-11 19:07:56.871474	46.4	200	8054.41	10424.02	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:07:58.646973	2025-12-11 19:07:58.690538	43.31	200	3280.87	8613.43	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 19:08:00.072683	2025-12-11 19:08:00.118657	45.95	200	4336.15	9450.47	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-11 19:08:01.579716	2025-12-11 19:08:01.623871	44.13	200	8540.05	10221.74	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index4.html	2025-12-11 19:08:03.460641	2025-12-11 19:08:03.503834	43.17	200	5061.61	9534.75	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index15.html	2025-12-11 19:08:05.035624	2025-12-11 19:08:05.082538	46.9	200	7720.04	9099.93	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 19:08:06.934660	2025-12-11 19:08:06.978413	43.73	200	4336.15	6768.36	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index5.html	2025-12-11 19:08:08.620830	2025-12-11 19:08:08.664958	44.11	200	5061.6	9495.06	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-11 19:08:10.200272	2025-12-11 19:08:10.247526	47.23	200	8054.41	9178.01	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:08:12.126722	2025-12-11 19:08:12.170224	43.07	200	3280.87	7860.11	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index7.html	2025-12-11 19:08:13.589883	2025-12-11 19:08:13.637909	47.9	200	8054.41	9762.03	B	0.0	0.0	(600.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 19:08:15.464611	2025-12-11 19:08:15.512824	48.19	200	3280.87	8069.03	B	0.0	0.0	(600.0, 0.0)
