URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	BTS	Dist(m)	Penalty(ms)	Position
http://10.40.1.135/index6.html	2025-12-11 20:07:25.582554	2025-12-11 20:07:25.742699	160.11	200	2261.11	2882.82	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index43.html	2025-12-11 20:07:27.528694	2025-12-11 20:07:27.572314	43.59	200	2033.87	5038.04	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-11 20:07:28.977686	2025-12-11 20:07:29.023067	45.36	200	8906.33	8102.09	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-11 20:07:31.123652	2025-12-11 20:07:31.160887	37.22	200	1955.59	6260.72	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 20:07:32.474922	2025-12-11 20:07:32.519907	44.96	200	4336.15	8858.14	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 20:07:34.010642	2025-12-11 20:07:34.028850	18.19	200	4336.15	10188.38	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 20:07:35.457747	2025-12-11 20:07:35.498778	41.01	200	3280.87	7589.08	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index33.html	2025-12-11 20:07:36.933714	2025-12-11 20:07:36.978079	44.34	200	6537.32	10009.05	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-11 20:07:38.633648	2025-12-11 20:07:38.645813	12.06	200	1955.59	9095.48	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-11 20:07:39.862780	2025-12-11 20:07:39.907088	44.29	200	2759.79	8193.46	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-11 20:07:41.245641	2025-12-11 20:07:41.263085	17.41	200	3280.87	10270.86	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index46.html	2025-12-11 20:07:42.583837	2025-12-11 20:07:42.628993	44.98	200	8054.42	10098.12	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index30.html	2025-12-11 20:07:44.428795	2025-12-11 20:07:44.469501	40.69	200	3712.38	8893.99	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index3.html	2025-12-11 20:07:45.888640	2025-12-11 20:07:45.930910	42.24	200	8540.05	9951.62	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 20:07:47.790700	2025-12-11 20:07:47.807482	16.75	200	4336.15	9285.95	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-11 20:07:49.277171	2025-12-11 20:07:49.299048	21.85	200	4336.15	9971.76	A	0.0	0.0	(0.0, 0.0)
