Queue #	URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)
2	http://10.40.1.135/index44.html	2025-12-07 12:26:58.618940	2025-12-07 12:26:58.773988	155.03	200	2033.85	2839.74
1	http://10.40.1.135/index7.html	2025-12-07 12:26:57.616567	2025-12-07 12:26:57.844033	227.45	200	8054.41	4347.51
3	http://10.40.1.135/index23.html	2025-12-07 12:26:59.625371	2025-12-07 12:26:59.672036	46.58	200	3904.67	9479.52
4	http://10.40.1.135/index15.html	2025-12-07 12:27:00.626800	2025-12-07 12:27:00.669876	42.95	200	7720.04	10383.46
5	http://10.40.1.135/index2.html	2025-12-07 12:27:01.627706	2025-12-07 12:27:01.670113	42.39	200	4336.15	7858.69
6	http://10.40.1.135/index2.html	2025-12-07 12:27:02.628734	2025-12-07 12:27:02.638863	10.11	200	4336.15	10433.05
7	http://10.40.1.135/index1.html	2025-12-07 12:27:03.630215	2025-12-07 12:27:03.672211	41.98	200	3280.87	7744.02
8	http://10.40.1.135/index34.html	2025-12-07 12:27:04.631135	2025-12-07 12:27:04.673527	42.32	200	6932.42	10529.33
9	http://10.40.1.135/index15.html	2025-12-07 12:27:05.631840	2025-12-07 12:27:05.649719	17.86	200	7720.04	10680.44
10	http://10.40.1.135/index21.html	2025-12-07 12:27:06.632818	2025-12-07 12:27:06.678094	45.25	200	8906.33	10929.18
11	http://10.40.1.135/index1.html	2025-12-07 12:27:07.634151	2025-12-07 12:27:07.651944	17.77	200	3280.87	11385.22
12	http://10.40.1.135/index46.html	2025-12-07 12:27:08.634815	2025-12-07 12:27:08.679004	44.17	200	8054.42	10601.55
13	http://10.40.1.135/index31.html	2025-12-07 12:27:09.636243	2025-12-07 12:27:09.678970	42.62	200	6818.25	11213.98
14	http://10.40.1.135/index3.html	2025-12-07 12:27:10.637007	2025-12-07 12:27:10.683182	46.15	200	8540.05	10560.43
15	http://10.40.1.135/index3.html	2025-12-07 12:27:11.637900	2025-12-07 12:27:11.658174	20.25	200	8540.05	11770.75
16	http://10.40.1.135/index3.html	2025-12-07 12:27:12.638722	2025-12-07 12:27:12.654026	15.29	200	8540.05	11446.13
17	http://10.40.1.135/index5.html	2025-12-07 12:27:13.639733	2025-12-07 12:27:13.702862	63.1	200	5061.6	9858.45
18	http://10.40.1.135/index12.html	2025-12-07 12:27:14.640711	2025-12-07 12:27:14.682471	41.74	200	4989.81	10470.11
