Queue #	URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)
1	http://10.40.1.135/index12.html	2025-12-03 20:28:58.224393	2025-12-03 20:28:58.455729	231.27	200	4989.81	3794.74
2	http://10.40.1.135/index47.html	2025-12-03 20:28:59.227317	2025-12-03 20:28:59.365602	138.25	200	3239.0	4521.04
3	http://10.40.1.135/index31.html	2025-12-03 20:29:00.228728	2025-12-03 20:29:00.272098	43.35	200	6818.25	9105.69
4	http://10.40.1.135/index23.html	2025-12-03 20:29:01.229684	2025-12-03 20:29:01.274349	44.65	200	3904.67	8947.36
5	http://10.40.1.135/index4.html	2025-12-03 20:29:02.232180	2025-12-03 20:29:02.277291	45.07	200	5061.61	9200.68
6	http://10.40.1.135/index4.html	2025-12-03 20:29:03.233060	2025-12-03 20:29:03.254766	21.69	200	5061.61	9598.37
7	http://10.40.1.135/index2.html	2025-12-03 20:29:04.233764	2025-12-03 20:29:04.276244	42.46	200	4336.15	9202.3
8	http://10.40.1.135/index40.html	2025-12-03 20:29:05.235385	2025-12-03 20:29:05.279423	44.02	200	8414.1	10954.97
9	http://10.40.1.135/index23.html	2025-12-03 20:29:06.235900	2025-12-03 20:29:06.252141	16.22	200	3904.67	9986.98
10	http://10.40.1.135/index30.html	2025-12-03 20:29:07.236915	2025-12-03 20:29:07.279502	42.57	200	3712.38	6834.74
11	http://10.40.1.135/index1.html	2025-12-03 20:29:08.238455	2025-12-03 20:29:08.283642	45.17	200	3280.87	9332.18
12	http://10.40.1.135/index48.html	2025-12-03 20:29:09.239019	2025-12-03 20:29:09.280786	41.74	200	4756.1	10508.89
13	http://10.40.1.135/index38.html	2025-12-03 20:29:10.240383	2025-12-03 20:29:10.284978	44.57	200	2753.35	8097.83
14	http://10.40.1.135/index6.html	2025-12-03 20:29:11.241893	2025-12-03 20:29:11.287236	45.3	200	2261.11	8975.86
15	http://10.40.1.135/index5.html	2025-12-03 20:29:12.242684	2025-12-03 20:29:12.286245	43.51	200	5061.6	9910.21
16	http://10.40.1.135/index5.html	2025-12-03 20:29:13.243671	2025-12-03 20:29:13.263194	19.48	200	5061.6	5754.39
17	http://10.40.1.135/index9.html	2025-12-03 20:29:14.244951	2025-12-03 20:29:14.283132	38.13	200	2820.52	8088.56
18	http://10.40.1.135/index19.html	2025-12-03 20:29:15.246229	2025-12-03 20:29:15.290538	44.29	200	5392.91	5864.81
19	http://10.40.1.135/index15.html	2025-12-03 20:29:16.247593	2025-12-03 20:29:16.293910	46.3	200	7720.04	9697.6
20	http://10.40.1.135/index9.html	2025-12-03 20:29:17.248770	2025-12-03 20:29:17.270583	21.68	200	2820.52	7647.91
21	http://10.40.1.135/index24.html	2025-12-03 20:29:18.250384	2025-12-03 20:29:18.344088	93.68	200	4648.98	7872.68
22	http://10.40.1.135/index4.html	2025-12-03 20:29:19.250736	2025-12-03 20:29:19.267987	17.12	200	5061.61	10613.99
23	http://10.40.1.135/index9.html	2025-12-03 20:29:20.251710	2025-12-03 20:29:20.267793	16.06	200	2820.52	8023.38
