Queue #	URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)
1	http://10.40.1.135/index9.html	2025-12-06 14:57:55.708445	2025-12-06 14:57:55.942495	234.03	200	2820.52	3221.16
2	http://10.40.1.135/index45.html	2025-12-06 14:57:56.710814	2025-12-06 14:57:56.764535	53.69	200	4648.97	6034.3
3	http://10.40.1.135/index26.html	2025-12-06 14:57:57.715109	2025-12-06 14:57:57.766199	51.07	200	4588.25	9972.35
4	http://10.40.1.135/index18.html	2025-12-06 14:57:58.715809	2025-12-06 14:57:58.757797	41.97	200	6370.79	10276.92
5	http://10.40.1.135/index3.html	2025-12-06 14:57:59.717126	2025-12-06 14:57:59.763689	46.54	200	8540.05	9933.6
6	http://10.40.1.135/index3.html	2025-12-06 14:58:00.718026	2025-12-06 14:58:00.729675	11.62	200	8540.05	11213.63
7	http://10.40.1.135/index1.html	2025-12-06 14:58:01.719215	2025-12-06 14:58:01.766769	47.54	200	3280.87	8942.64
8	http://10.40.1.135/index37.html	2025-12-06 14:58:02.719735	2025-12-06 14:58:02.761948	42.17	200	6537.33	10872.95
9	http://10.40.1.135/index18.html	2025-12-06 14:58:03.721300	2025-12-06 14:58:03.735419	14.03	200	6370.79	11526.51
10	http://10.40.1.135/index25.html	2025-12-06 14:58:04.722245	2025-12-06 14:58:04.773760	51.47	200	3605.24	8525.8
11	http://10.40.1.135/index1.html	2025-12-06 14:58:05.723007	2025-12-06 14:58:05.741305	18.28	200	3280.87	10419.78
12	http://10.40.1.135/index47.html	2025-12-06 14:58:06.725664	2025-12-06 14:58:06.770187	44.37	200	3239.0	8716.8
13	http://10.40.1.135/index34.html	2025-12-06 14:58:07.726795	2025-12-06 14:58:07.769207	42.39	200	6932.42	9856.48
14	http://10.40.1.135/index4.html	2025-12-06 14:58:08.728565	2025-12-06 14:58:08.770875	42.29	200	5061.61	3698.24
15	http://10.40.1.135/index4.html	2025-12-06 14:58:09.728965	2025-12-06 14:58:09.775332	46.31	200	5061.61	7637.33
16	http://10.40.1.135/index4.html	2025-12-06 14:58:10.730304	2025-12-06 14:58:10.743795	13.47	200	5061.61	5590.91
17	http://10.40.1.135/index6.html	2025-12-06 14:58:11.731393	2025-12-06 14:58:11.782875	51.46	200	2261.11	5557.28
