URL	Start Time	End Time	RTT (ms)	Status Code	Total Size (KB)	Throughput (KB/s)	BTS	Dist(m)	Penalty(ms)	Position
http://10.40.1.135/index6.html	2025-12-12 11:23:44.068857	2025-12-12 11:23:44.245195	176.3	200	2261.11	2882.51	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index43.html	2025-12-12 11:23:46.035104	2025-12-12 11:23:46.088306	53.1	200	2033.87	4185.51	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index21.html	2025-12-12 11:23:47.577022	2025-12-12 11:23:47.619810	42.77	200	8906.33	9219.79	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 11:23:49.587806	2025-12-12 11:23:49.634723	46.9	200	1955.59	6928.12	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 11:23:50.918608	2025-12-12 11:23:50.962762	44.12	200	4336.15	9580.36	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index2.html	2025-12-12 11:23:52.416616	2025-12-12 11:23:52.436616	19.98	200	4336.15	10536.78	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 11:23:53.849774	2025-12-12 11:23:53.895025	45.23	200	3280.87	8333.45	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index33.html	2025-12-12 11:23:55.290649	2025-12-12 11:23:55.331720	41.05	200	6537.32	9676.96	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index14.html	2025-12-12 11:23:57.008638	2025-12-12 11:23:57.024703	16.05	200	1955.59	6445.82	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index20.html	2025-12-12 11:23:58.329760	2025-12-12 11:23:58.374577	44.79	200	2759.79	6623.25	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index1.html	2025-12-12 11:23:59.792731	2025-12-12 11:23:59.810441	17.69	200	3280.87	9851.96	A	0.0	0.0	(0.0, 0.0)
http://10.40.1.135/index46.html	2025-12-12 11:24:01.144692	2025-12-12 11:24:01.189828	45.11	200	8054.42	9622.22	A	0.0	0.0	(0.0, 0.0)
